TrakPro Version 5.2.0.0 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201943009
Test Name:,Test 49
Start Date:,06/12/2022
Start Time:,12:15:14
Duration (dd:hh:mm:ss):,00:00:19:09
Log Interval (mm:ss):,00:01
Number of points:,1149
Description:,

Statistics Channel: ,MC
06/12/2022,12:19:22,0.080
06/12/2022,12:19:23,0.074
06/12/2022,12:19:24,0.077
06/12/2022,12:19:25,0.077
06/12/2022,12:19:26,0.082
06/12/2022,12:19:27,0.082
06/12/2022,12:19:28,0.071
06/12/2022,12:19:29,0.069
06/12/2022,12:19:30,0.067
06/12/2022,12:19:31,0.076
06/12/2022,12:19:32,0.067
06/12/2022,12:19:33,0.066
06/12/2022,12:19:34,0.079
06/12/2022,12:19:35,0.076
06/12/2022,12:19:36,0.072
06/12/2022,12:19:37,0.072
06/12/2022,12:19:38,0.076
06/12/2022,12:19:39,0.079
06/12/2022,12:19:40,0.070
06/12/2022,12:19:41,0.068
06/12/2022,12:19:42,0.089
06/12/2022,12:19:43,0.079
06/12/2022,12:19:44,0.073
06/12/2022,12:19:45,0.074
06/12/2022,12:19:46,0.068
06/12/2022,12:19:47,0.068
06/12/2022,12:19:48,0.065
06/12/2022,12:19:49,0.070
06/12/2022,12:19:50,0.076
06/12/2022,12:19:51,0.063
06/12/2022,12:19:52,0.071
06/12/2022,12:19:53,0.072
06/12/2022,12:19:54,0.077
06/12/2022,12:19:55,0.066
06/12/2022,12:19:56,0.073
06/12/2022,12:19:57,0.067
06/12/2022,12:19:58,0.076
06/12/2022,12:19:59,0.072
06/12/2022,12:20:00,0.072
06/12/2022,12:20:01,0.065
06/12/2022,12:20:02,0.069
06/12/2022,12:20:03,0.068
06/12/2022,12:20:04,0.081
06/12/2022,12:20:05,0.067
06/12/2022,12:20:06,0.068
06/12/2022,12:20:07,0.069
06/12/2022,12:20:08,0.070
06/12/2022,12:20:09,0.065
06/12/2022,12:20:10,0.065
06/12/2022,12:20:11,0.067
06/12/2022,12:20:12,0.066
06/12/2022,12:20:13,0.060
06/12/2022,12:20:14,0.071
06/12/2022,12:20:15,0.070
06/12/2022,12:20:16,0.066
06/12/2022,12:20:17,0.070
06/12/2022,12:20:18,0.067
06/12/2022,12:20:19,0.072
06/12/2022,12:20:20,0.078
06/12/2022,12:20:21,0.070
06/12/2022,12:20:22,0.079
06/12/2022,12:20:23,0.074
06/12/2022,12:20:24,0.068
06/12/2022,12:20:25,0.070
06/12/2022,12:20:26,0.069
06/12/2022,12:20:27,0.071
06/12/2022,12:20:28,0.071
06/12/2022,12:20:29,0.071
06/12/2022,12:20:30,0.075
06/12/2022,12:20:31,0.075
06/12/2022,12:20:32,0.087
06/12/2022,12:20:33,0.073
06/12/2022,12:20:34,0.072
06/12/2022,12:20:35,0.076
06/12/2022,12:20:36,0.071
06/12/2022,12:20:37,0.075
06/12/2022,12:20:38,0.067
06/12/2022,12:20:39,0.074
06/12/2022,12:20:40,0.069
06/12/2022,12:20:41,0.061
06/12/2022,12:20:42,0.062
06/12/2022,12:20:43,0.064
06/12/2022,12:20:44,0.061
06/12/2022,12:20:45,0.071
06/12/2022,12:20:46,0.073
06/12/2022,12:20:47,0.076
06/12/2022,12:20:48,0.081
06/12/2022,12:20:49,0.072
06/12/2022,12:20:50,0.078
06/12/2022,12:20:51,0.071
06/12/2022,12:20:52,0.069
06/12/2022,12:20:53,0.078
06/12/2022,12:20:54,0.072
06/12/2022,12:20:55,0.068
06/12/2022,12:20:56,0.068
06/12/2022,12:20:57,0.075
06/12/2022,12:20:58,0.065
06/12/2022,12:20:59,0.099
06/12/2022,12:21:00,0.078
06/12/2022,12:21:01,0.072
06/12/2022,12:21:02,0.083
06/12/2022,12:21:03,0.077
06/12/2022,12:21:04,0.063
06/12/2022,12:21:05,0.075
06/12/2022,12:21:06,0.065
06/12/2022,12:21:07,0.075
06/12/2022,12:21:08,0.071
06/12/2022,12:21:09,0.076
06/12/2022,12:21:10,0.077
06/12/2022,12:21:11,0.073
06/12/2022,12:21:12,0.067
06/12/2022,12:21:13,0.070
06/12/2022,12:21:14,0.076
06/12/2022,12:21:15,0.070
06/12/2022,12:21:16,0.074
06/12/2022,12:21:17,0.070
06/12/2022,12:21:18,0.079
06/12/2022,12:21:19,0.072
06/12/2022,12:21:20,0.077
06/12/2022,12:21:21,0.072
06/12/2022,12:21:22,0.077
06/12/2022,12:21:23,0.074
06/12/2022,12:21:24,0.072
06/12/2022,12:21:25,0.068
06/12/2022,12:21:26,0.067
06/12/2022,12:21:27,0.075
06/12/2022,12:21:28,0.075
06/12/2022,12:21:29,0.073
06/12/2022,12:21:30,0.072
06/12/2022,12:21:31,0.065
06/12/2022,12:21:32,0.078
06/12/2022,12:21:33,0.071
06/12/2022,12:21:34,0.074
06/12/2022,12:21:35,0.071
06/12/2022,12:21:36,0.074
06/12/2022,12:21:37,0.069
06/12/2022,12:21:38,0.066
06/12/2022,12:21:39,0.067
06/12/2022,12:21:40,0.069
06/12/2022,12:21:41,0.080
06/12/2022,12:21:42,0.067
06/12/2022,12:21:43,0.078
06/12/2022,12:21:44,0.084
06/12/2022,12:21:45,0.082
06/12/2022,12:21:46,0.087
06/12/2022,12:21:47,0.070
06/12/2022,12:21:48,0.067
06/12/2022,12:21:49,0.067
06/12/2022,12:21:50,0.071
06/12/2022,12:21:51,0.072
06/12/2022,12:21:52,0.072
06/12/2022,12:21:53,0.060
06/12/2022,12:21:54,0.073
06/12/2022,12:21:55,0.073
06/12/2022,12:21:56,0.074
06/12/2022,12:21:57,0.067
06/12/2022,12:21:58,0.073
06/12/2022,12:21:59,0.071
06/12/2022,12:22:00,0.062
06/12/2022,12:22:01,0.081
06/12/2022,12:22:02,0.073
06/12/2022,12:22:03,0.076
06/12/2022,12:22:04,0.070
06/12/2022,12:22:05,0.070
06/12/2022,12:22:06,0.068
06/12/2022,12:22:07,0.073
06/12/2022,12:22:08,0.066
06/12/2022,12:22:09,0.075
06/12/2022,12:22:10,0.072
06/12/2022,12:22:11,0.064
06/12/2022,12:22:12,0.074
06/12/2022,12:22:13,0.068
06/12/2022,12:22:14,0.078
06/12/2022,12:22:15,0.064
06/12/2022,12:22:16,0.080
06/12/2022,12:22:17,0.072
06/12/2022,12:22:18,0.064
06/12/2022,12:22:19,0.073
06/12/2022,12:22:20,0.060
06/12/2022,12:22:21,0.065
06/12/2022,12:22:22,0.069
06/12/2022,12:22:23,0.071
06/12/2022,12:22:24,0.066
06/12/2022,12:22:25,0.066
06/12/2022,12:22:26,0.068
06/12/2022,12:22:27,0.071
06/12/2022,12:22:28,0.069
06/12/2022,12:22:29,0.081
06/12/2022,12:22:30,0.066
06/12/2022,12:22:31,0.074
06/12/2022,12:22:32,0.068
06/12/2022,12:22:33,0.067
06/12/2022,12:22:34,0.075
06/12/2022,12:22:35,0.079
06/12/2022,12:22:36,0.077
06/12/2022,12:22:37,0.081
06/12/2022,12:22:38,0.075
06/12/2022,12:22:39,0.067
06/12/2022,12:22:40,0.070
06/12/2022,12:22:41,0.063
06/12/2022,12:22:42,0.073
06/12/2022,12:22:43,0.083
06/12/2022,12:22:44,0.067
06/12/2022,12:22:45,0.077
06/12/2022,12:22:46,0.079
06/12/2022,12:22:47,0.076
06/12/2022,12:22:48,0.075
06/12/2022,12:22:49,0.075
06/12/2022,12:22:50,0.064
06/12/2022,12:22:51,0.072
06/12/2022,12:22:52,0.074
06/12/2022,12:22:53,0.065
06/12/2022,12:22:54,0.084
06/12/2022,12:22:55,0.072
06/12/2022,12:22:56,0.071
06/12/2022,12:22:57,0.078
06/12/2022,12:22:58,0.076
06/12/2022,12:22:59,0.069
06/12/2022,12:23:00,0.070
06/12/2022,12:23:01,0.067
06/12/2022,12:23:02,0.077
06/12/2022,12:23:03,0.075
06/12/2022,12:23:04,0.067
06/12/2022,12:23:05,0.063
06/12/2022,12:23:06,0.088
06/12/2022,12:23:07,0.077
06/12/2022,12:23:08,0.074
06/12/2022,12:23:09,0.077
06/12/2022,12:23:10,0.068
06/12/2022,12:23:11,0.074
06/12/2022,12:23:12,0.074
06/12/2022,12:23:13,0.071
06/12/2022,12:23:14,0.067
06/12/2022,12:23:15,0.064
06/12/2022,12:23:16,0.067
06/12/2022,12:23:17,0.076
06/12/2022,12:23:18,0.076
06/12/2022,12:23:19,0.094
06/12/2022,12:23:20,0.070
06/12/2022,12:23:21,0.071
06/12/2022,12:23:22,0.070
06/12/2022,12:23:23,0.070
06/12/2022,12:23:24,0.073
06/12/2022,12:23:25,0.065
06/12/2022,12:23:26,0.091
06/12/2022,12:23:27,0.074
06/12/2022,12:23:28,0.067
06/12/2022,12:23:29,0.077
06/12/2022,12:23:30,0.067
06/12/2022,12:23:31,0.070
06/12/2022,12:23:32,0.072
06/12/2022,12:23:33,0.078
06/12/2022,12:23:34,0.071
06/12/2022,12:23:35,0.066
06/12/2022,12:23:36,0.069
06/12/2022,12:23:37,0.070
06/12/2022,12:23:38,0.077
06/12/2022,12:23:39,0.079
06/12/2022,12:23:40,0.070
06/12/2022,12:23:41,0.066
06/12/2022,12:23:42,0.073
06/12/2022,12:23:43,0.077
06/12/2022,12:23:44,0.074
06/12/2022,12:23:45,0.068
06/12/2022,12:23:46,0.070
06/12/2022,12:23:47,0.085
06/12/2022,12:23:48,0.075
06/12/2022,12:23:49,0.067
06/12/2022,12:23:50,0.073
06/12/2022,12:23:51,0.066
06/12/2022,12:23:52,0.081
06/12/2022,12:23:53,0.080
06/12/2022,12:23:54,0.066
06/12/2022,12:23:55,0.091
06/12/2022,12:23:56,0.074
06/12/2022,12:23:57,0.076
06/12/2022,12:23:58,0.074
06/12/2022,12:23:59,0.066
06/12/2022,12:24:00,0.065
06/12/2022,12:24:01,0.074
06/12/2022,12:24:02,0.072
06/12/2022,12:24:03,0.082
06/12/2022,12:24:04,0.068
06/12/2022,12:24:05,0.077
06/12/2022,12:24:06,0.074
06/12/2022,12:24:07,0.066
06/12/2022,12:24:08,0.071
06/12/2022,12:24:09,0.084
06/12/2022,12:24:10,0.061
06/12/2022,12:24:11,0.073
06/12/2022,12:24:12,0.070
06/12/2022,12:24:13,0.064
06/12/2022,12:24:14,0.072
06/12/2022,12:24:15,0.078
06/12/2022,12:24:16,0.076
06/12/2022,12:24:17,0.075
06/12/2022,12:24:18,0.070
06/12/2022,12:24:19,0.071
06/12/2022,12:24:20,0.070
06/12/2022,12:24:21,0.075
06/12/2022,12:24:22,0.068
06/12/2022,12:24:23,0.071
06/12/2022,12:24:24,0.088
06/12/2022,12:24:25,0.069
06/12/2022,12:24:26,0.065
06/12/2022,12:24:27,0.071
06/12/2022,12:24:28,0.060
06/12/2022,12:24:29,0.069
06/12/2022,12:24:30,0.070
06/12/2022,12:24:31,0.067
06/12/2022,12:24:32,0.071
06/12/2022,12:24:33,0.066
06/12/2022,12:24:34,0.071
06/12/2022,12:24:35,0.074
06/12/2022,12:24:36,0.072
06/12/2022,12:24:37,0.079
06/12/2022,12:24:38,0.077
06/12/2022,12:24:39,0.076
06/12/2022,12:24:40,0.071
06/12/2022,12:24:41,0.077
06/12/2022,12:24:42,0.072
06/12/2022,12:24:43,0.076
06/12/2022,12:24:44,0.074
06/12/2022,12:24:45,0.080
06/12/2022,12:24:46,0.067
06/12/2022,12:24:47,0.083
06/12/2022,12:24:48,0.067
06/12/2022,12:24:49,0.074
06/12/2022,12:24:50,0.070
06/12/2022,12:24:51,0.074
06/12/2022,12:24:52,0.068
06/12/2022,12:24:53,0.064
06/12/2022,12:24:54,0.073
06/12/2022,12:24:55,0.078
06/12/2022,12:24:56,0.068
06/12/2022,12:24:57,0.069
06/12/2022,12:24:58,0.076
06/12/2022,12:24:59,0.077
06/12/2022,12:25:00,0.069
06/12/2022,12:25:01,0.070
06/12/2022,12:25:02,0.066
06/12/2022,12:25:03,0.065
06/12/2022,12:25:04,0.070
06/12/2022,12:25:05,0.074
06/12/2022,12:25:06,0.064
06/12/2022,12:25:07,0.064
06/12/2022,12:25:08,0.063
06/12/2022,12:25:09,0.070
06/12/2022,12:25:10,0.066
06/12/2022,12:25:11,0.073
06/12/2022,12:25:12,0.070
06/12/2022,12:25:13,0.073
06/12/2022,12:25:14,0.081
06/12/2022,12:25:15,0.070
06/12/2022,12:25:16,0.067
06/12/2022,12:25:17,0.066
06/12/2022,12:25:18,0.060
06/12/2022,12:25:19,0.088
06/12/2022,12:25:20,0.071
06/12/2022,12:25:21,0.067
06/12/2022,12:25:22,0.063
06/12/2022,12:25:23,0.080
06/12/2022,12:25:24,0.072
06/12/2022,12:25:25,0.070
06/12/2022,12:25:26,0.264
06/12/2022,12:25:27,0.067
06/12/2022,12:25:28,0.068
06/12/2022,12:25:29,0.063
06/12/2022,12:25:30,0.073
06/12/2022,12:25:31,0.085
06/12/2022,12:25:32,0.072
06/12/2022,12:25:33,0.068
06/12/2022,12:25:34,0.068
06/12/2022,12:25:35,0.073
06/12/2022,12:25:36,0.065
06/12/2022,12:25:37,0.079
06/12/2022,12:25:38,0.066
06/12/2022,12:25:39,0.092
06/12/2022,12:25:40,0.078
06/12/2022,12:25:41,0.066
06/12/2022,12:25:42,0.066
06/12/2022,12:25:43,0.070
06/12/2022,12:25:44,0.063
06/12/2022,12:25:45,0.066
06/12/2022,12:25:46,0.073
06/12/2022,12:25:47,0.074
06/12/2022,12:25:48,0.061
06/12/2022,12:25:49,0.065
06/12/2022,12:25:50,0.061
06/12/2022,12:25:51,0.069
06/12/2022,12:25:52,0.077
06/12/2022,12:25:53,0.060
06/12/2022,12:25:54,0.067
06/12/2022,12:25:55,0.060
06/12/2022,12:25:56,0.072
06/12/2022,12:25:57,0.086
06/12/2022,12:25:58,0.069
06/12/2022,12:25:59,0.059
06/12/2022,12:26:00,0.067
06/12/2022,12:26:01,0.071
06/12/2022,12:26:02,0.061
06/12/2022,12:26:03,0.069
06/12/2022,12:26:04,0.061
06/12/2022,12:26:05,0.072
06/12/2022,12:26:06,0.070
06/12/2022,12:26:07,0.064
06/12/2022,12:26:08,0.068
06/12/2022,12:26:09,0.064
06/12/2022,12:26:10,0.062
06/12/2022,12:26:11,0.087
06/12/2022,12:26:12,0.065
06/12/2022,12:26:13,0.082
06/12/2022,12:26:14,0.064
06/12/2022,12:26:15,0.072
06/12/2022,12:26:16,0.073
06/12/2022,12:26:17,0.065
06/12/2022,12:26:18,0.063
06/12/2022,12:26:19,0.065
06/12/2022,12:26:20,0.074
06/12/2022,12:26:21,0.073
06/12/2022,12:26:22,0.078
06/12/2022,12:26:23,0.068
06/12/2022,12:26:24,0.074
06/12/2022,12:26:25,0.066
06/12/2022,12:26:26,0.069
06/12/2022,12:26:27,0.069
06/12/2022,12:26:28,0.074
06/12/2022,12:26:29,0.073
06/12/2022,12:26:30,0.063
06/12/2022,12:26:31,0.068
06/12/2022,12:26:32,0.076
06/12/2022,12:26:33,0.088
06/12/2022,12:26:34,0.085
06/12/2022,12:26:35,0.071
06/12/2022,12:26:36,0.071
06/12/2022,12:26:37,0.087
06/12/2022,12:26:38,0.080
06/12/2022,12:26:39,0.072
06/12/2022,12:26:40,0.072
06/12/2022,12:26:41,0.073
06/12/2022,12:26:42,0.073
06/12/2022,12:26:43,0.072
06/12/2022,12:26:44,0.075
06/12/2022,12:26:45,0.064
06/12/2022,12:26:46,0.076
06/12/2022,12:26:47,0.079
06/12/2022,12:26:48,0.077
06/12/2022,12:26:49,0.074
06/12/2022,12:26:50,0.075
06/12/2022,12:26:51,0.074
06/12/2022,12:26:52,0.081
06/12/2022,12:26:53,0.085
06/12/2022,12:26:54,0.070
06/12/2022,12:26:55,0.069
06/12/2022,12:26:56,0.080
06/12/2022,12:26:57,0.072
06/12/2022,12:26:58,0.081
06/12/2022,12:26:59,0.076
06/12/2022,12:27:00,0.082
06/12/2022,12:27:01,0.085
06/12/2022,12:27:02,0.066
06/12/2022,12:27:03,0.065
06/12/2022,12:27:04,0.067
06/12/2022,12:27:05,0.070
06/12/2022,12:27:06,0.067
06/12/2022,12:27:07,0.074
06/12/2022,12:27:08,0.077
06/12/2022,12:27:09,0.070
06/12/2022,12:27:10,0.078
06/12/2022,12:27:11,0.066
06/12/2022,12:27:12,0.067
06/12/2022,12:27:13,0.073
06/12/2022,12:27:14,0.071
06/12/2022,12:27:15,0.068
06/12/2022,12:27:16,0.072
06/12/2022,12:27:17,0.069
06/12/2022,12:27:18,0.074
06/12/2022,12:27:19,0.076
06/12/2022,12:27:20,0.072
06/12/2022,12:27:21,0.063
06/12/2022,12:27:22,0.071
06/12/2022,12:27:23,0.071
06/12/2022,12:27:24,0.064
06/12/2022,12:27:25,0.075
06/12/2022,12:27:26,0.071
06/12/2022,12:27:27,0.074
06/12/2022,12:27:28,0.066
06/12/2022,12:27:29,0.061
06/12/2022,12:27:30,0.065
06/12/2022,12:27:31,0.088
06/12/2022,12:27:32,0.068
06/12/2022,12:27:33,0.065
06/12/2022,12:27:34,0.070
06/12/2022,12:27:35,0.072
06/12/2022,12:27:36,0.080
06/12/2022,12:27:37,0.069
06/12/2022,12:27:38,0.079
06/12/2022,12:27:39,0.073
06/12/2022,12:27:40,0.065
06/12/2022,12:27:41,0.068
06/12/2022,12:27:42,0.066
06/12/2022,12:27:43,0.068
06/12/2022,12:27:44,0.075
06/12/2022,12:27:45,0.067
06/12/2022,12:27:46,0.061
06/12/2022,12:27:47,0.075
06/12/2022,12:27:48,0.097
06/12/2022,12:27:49,0.064
06/12/2022,12:27:50,0.074
06/12/2022,12:27:51,0.072
06/12/2022,12:27:52,0.080
06/12/2022,12:27:53,0.077
06/12/2022,12:27:54,0.075
06/12/2022,12:27:55,0.069
06/12/2022,12:27:56,0.074
06/12/2022,12:27:57,0.067
06/12/2022,12:27:58,0.066
06/12/2022,12:27:59,0.067
06/12/2022,12:28:00,0.065
06/12/2022,12:28:01,0.073
06/12/2022,12:28:02,0.067
06/12/2022,12:28:03,0.066
06/12/2022,12:28:04,0.075
06/12/2022,12:28:05,0.064
06/12/2022,12:28:06,0.059
06/12/2022,12:28:07,0.070
06/12/2022,12:28:08,0.063
06/12/2022,12:28:09,0.068
06/12/2022,12:28:10,0.072
06/12/2022,12:28:11,0.064
06/12/2022,12:28:12,0.076
06/12/2022,12:28:13,0.066
06/12/2022,12:28:14,0.078
06/12/2022,12:28:15,0.071
06/12/2022,12:28:16,0.070
06/12/2022,12:28:17,0.069
06/12/2022,12:28:18,0.072
06/12/2022,12:28:19,0.068
06/12/2022,12:28:20,0.068
06/12/2022,12:28:21,0.071
06/12/2022,12:28:22,0.073
06/12/2022,12:28:23,0.071
06/12/2022,12:28:24,0.067
