TrakPro Version 5.2.0.0 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201943009
Test Name:,Test 9
Start Date:,06/15/2022
Start Time:,05:35:31
Duration (dd:hh:mm:ss):,00:00:21:28
Log Interval (mm:ss):,00:01
Number of points:,1288
Description:,

Statistics Channel: ,MC
06/15/2022,17:38:24,1.110
06/15/2022,17:38:25,1.090
06/15/2022,17:38:26,1.120
06/15/2022,17:38:27,1.120
06/15/2022,17:38:28,1.070
06/15/2022,17:38:29,1.120
06/15/2022,17:38:30,1.050
06/15/2022,17:38:31,1.060
06/15/2022,17:38:32,1.080
06/15/2022,17:38:33,1.080
06/15/2022,17:38:34,1.070
06/15/2022,17:38:35,1.030
06/15/2022,17:38:36,1.060
06/15/2022,17:38:37,1.080
06/15/2022,17:38:38,1.080
06/15/2022,17:38:39,1.020
06/15/2022,17:38:40,1.010
06/15/2022,17:38:41,1.040
06/15/2022,17:38:42,1.070
06/15/2022,17:38:43,1.050
06/15/2022,17:38:44,0.989
06/15/2022,17:38:45,1.060
06/15/2022,17:38:46,1.090
06/15/2022,17:38:47,1.030
06/15/2022,17:38:48,1.080
06/15/2022,17:38:49,1.060
06/15/2022,17:38:50,1.050
06/15/2022,17:38:51,1.080
06/15/2022,17:38:52,1.070
06/15/2022,17:38:53,1.040
06/15/2022,17:38:54,1.040
06/15/2022,17:38:55,1.070
06/15/2022,17:38:56,1.050
06/15/2022,17:38:57,1.020
06/15/2022,17:38:58,1.050
06/15/2022,17:38:59,1.050
06/15/2022,17:39:00,1.060
06/15/2022,17:39:01,1.070
06/15/2022,17:39:02,1.020
06/15/2022,17:39:03,1.010
06/15/2022,17:39:04,0.998
06/15/2022,17:39:05,1.050
06/15/2022,17:39:06,1.080
06/15/2022,17:39:07,1.040
06/15/2022,17:39:08,1.060
06/15/2022,17:39:09,1.080
06/15/2022,17:39:10,1.000
06/15/2022,17:39:11,1.030
06/15/2022,17:39:12,1.040
06/15/2022,17:39:13,1.020
06/15/2022,17:39:14,1.060
06/15/2022,17:39:15,1.030
06/15/2022,17:39:16,1.010
06/15/2022,17:39:17,1.020
06/15/2022,17:39:18,1.070
06/15/2022,17:39:19,1.040
06/15/2022,17:39:20,1.040
06/15/2022,17:39:21,1.050
06/15/2022,17:39:22,1.070
06/15/2022,17:39:23,1.040
06/15/2022,17:39:24,1.070
06/15/2022,17:39:25,1.030
06/15/2022,17:39:26,1.010
06/15/2022,17:39:27,1.020
06/15/2022,17:39:28,0.996
06/15/2022,17:39:29,1.010
06/15/2022,17:39:30,1.010
06/15/2022,17:39:31,1.040
06/15/2022,17:39:32,1.000
06/15/2022,17:39:33,1.020
06/15/2022,17:39:34,1.020
06/15/2022,17:39:35,1.000
06/15/2022,17:39:36,1.050
06/15/2022,17:39:37,1.040
06/15/2022,17:39:38,0.956
06/15/2022,17:39:39,1.030
06/15/2022,17:39:40,1.030
06/15/2022,17:39:41,0.996
06/15/2022,17:39:42,0.993
06/15/2022,17:39:43,0.987
06/15/2022,17:39:44,1.000
06/15/2022,17:39:45,0.970
06/15/2022,17:39:46,1.010
06/15/2022,17:39:47,0.961
06/15/2022,17:39:48,0.953
06/15/2022,17:39:49,0.974
06/15/2022,17:39:50,0.992
06/15/2022,17:39:51,1.030
06/15/2022,17:39:52,1.040
06/15/2022,17:39:53,0.980
06/15/2022,17:39:54,0.972
06/15/2022,17:39:55,1.010
06/15/2022,17:39:56,0.997
06/15/2022,17:39:57,0.974
06/15/2022,17:39:58,1.020
06/15/2022,17:39:59,0.979
06/15/2022,17:40:00,0.935
06/15/2022,17:40:01,0.984
06/15/2022,17:40:02,0.958
06/15/2022,17:40:03,0.976
06/15/2022,17:40:04,0.969
06/15/2022,17:40:05,0.928
06/15/2022,17:40:06,0.929
06/15/2022,17:40:07,0.923
06/15/2022,17:40:08,0.972
06/15/2022,17:40:09,0.912
06/15/2022,17:40:10,0.918
06/15/2022,17:40:11,0.956
06/15/2022,17:40:12,0.967
06/15/2022,17:40:13,0.899
06/15/2022,17:40:14,0.942
06/15/2022,17:40:15,0.943
06/15/2022,17:40:16,0.915
06/15/2022,17:40:17,0.903
06/15/2022,17:40:18,0.925
06/15/2022,17:40:19,0.922
06/15/2022,17:40:20,0.892
06/15/2022,17:40:21,0.941
06/15/2022,17:40:22,0.908
06/15/2022,17:40:23,0.920
06/15/2022,17:40:24,0.939
06/15/2022,17:40:25,0.961
06/15/2022,17:40:26,0.912
06/15/2022,17:40:27,0.925
06/15/2022,17:40:28,0.893
06/15/2022,17:40:29,0.943
06/15/2022,17:40:30,0.884
06/15/2022,17:40:31,0.938
06/15/2022,17:40:32,0.962
06/15/2022,17:40:33,0.925
06/15/2022,17:40:34,0.945
06/15/2022,17:40:35,0.923
06/15/2022,17:40:36,0.931
06/15/2022,17:40:37,0.951
06/15/2022,17:40:38,0.935
06/15/2022,17:40:39,0.932
06/15/2022,17:40:40,0.912
06/15/2022,17:40:41,0.917
06/15/2022,17:40:42,0.898
06/15/2022,17:40:43,0.902
06/15/2022,17:40:44,0.920
06/15/2022,17:40:45,0.920
06/15/2022,17:40:46,0.906
06/15/2022,17:40:47,0.889
06/15/2022,17:40:48,0.873
06/15/2022,17:40:49,0.896
06/15/2022,17:40:50,0.912
06/15/2022,17:40:51,0.851
06/15/2022,17:40:52,0.863
06/15/2022,17:40:53,0.904
06/15/2022,17:40:54,0.895
06/15/2022,17:40:55,0.938
06/15/2022,17:40:56,0.918
06/15/2022,17:40:57,0.873
06/15/2022,17:40:58,0.873
06/15/2022,17:40:59,0.868
06/15/2022,17:41:00,0.823
06/15/2022,17:41:01,0.813
06/15/2022,17:41:02,0.830
06/15/2022,17:41:03,0.839
06/15/2022,17:41:04,0.885
06/15/2022,17:41:05,0.845
06/15/2022,17:41:06,0.830
06/15/2022,17:41:07,0.841
06/15/2022,17:41:08,0.827
06/15/2022,17:41:09,0.789
06/15/2022,17:41:10,0.785
06/15/2022,17:41:11,0.785
06/15/2022,17:41:12,0.775
06/15/2022,17:41:13,0.767
06/15/2022,17:41:14,0.788
06/15/2022,17:41:15,0.767
06/15/2022,17:41:16,0.755
06/15/2022,17:41:17,0.785
06/15/2022,17:41:18,0.755
06/15/2022,17:41:19,0.794
06/15/2022,17:41:20,0.800
06/15/2022,17:41:21,0.799
06/15/2022,17:41:22,0.772
06/15/2022,17:41:23,0.800
06/15/2022,17:41:24,0.789
06/15/2022,17:41:25,0.794
06/15/2022,17:41:26,0.814
06/15/2022,17:41:27,0.783
06/15/2022,17:41:28,0.810
06/15/2022,17:41:29,0.871
06/15/2022,17:41:30,0.842
06/15/2022,17:41:31,0.804
06/15/2022,17:41:32,0.793
06/15/2022,17:41:33,0.770
06/15/2022,17:41:34,0.825
06/15/2022,17:41:35,0.815
06/15/2022,17:41:36,0.835
06/15/2022,17:41:37,0.861
06/15/2022,17:41:38,0.837
06/15/2022,17:41:39,0.871
06/15/2022,17:41:40,0.844
06/15/2022,17:41:41,0.826
06/15/2022,17:41:42,0.874
06/15/2022,17:41:43,0.834
06/15/2022,17:41:44,0.851
06/15/2022,17:41:45,0.784
06/15/2022,17:41:46,0.809
06/15/2022,17:41:47,0.816
06/15/2022,17:41:48,0.807
06/15/2022,17:41:49,0.783
06/15/2022,17:41:50,0.808
06/15/2022,17:41:51,0.750
06/15/2022,17:41:52,0.768
06/15/2022,17:41:53,0.795
06/15/2022,17:41:54,0.799
06/15/2022,17:41:55,0.791
06/15/2022,17:41:56,0.806
06/15/2022,17:41:57,0.757
06/15/2022,17:41:58,0.735
06/15/2022,17:41:59,0.769
06/15/2022,17:42:00,0.760
06/15/2022,17:42:01,0.766
06/15/2022,17:42:02,0.778
06/15/2022,17:42:03,0.803
06/15/2022,17:42:04,0.760
06/15/2022,17:42:05,0.820
06/15/2022,17:42:06,0.808
06/15/2022,17:42:07,0.840
06/15/2022,17:42:08,0.861
06/15/2022,17:42:09,0.849
06/15/2022,17:42:10,0.838
06/15/2022,17:42:11,0.827
06/15/2022,17:42:12,0.863
06/15/2022,17:42:13,0.855
06/15/2022,17:42:14,0.819
06/15/2022,17:42:15,0.759
06/15/2022,17:42:16,0.775
06/15/2022,17:42:17,0.762
06/15/2022,17:42:18,0.746
06/15/2022,17:42:19,0.809
06/15/2022,17:42:20,0.789
06/15/2022,17:42:21,0.816
06/15/2022,17:42:22,0.822
06/15/2022,17:42:23,0.795
06/15/2022,17:42:24,0.818
06/15/2022,17:42:25,0.796
06/15/2022,17:42:26,0.809
06/15/2022,17:42:27,0.826
06/15/2022,17:42:28,0.812
06/15/2022,17:42:29,0.819
06/15/2022,17:42:30,0.828
06/15/2022,17:42:31,0.800
06/15/2022,17:42:32,0.813
06/15/2022,17:42:33,0.797
06/15/2022,17:42:34,0.794
06/15/2022,17:42:35,0.814
06/15/2022,17:42:36,0.833
06/15/2022,17:42:37,0.820
06/15/2022,17:42:38,0.807
06/15/2022,17:42:39,0.831
06/15/2022,17:42:40,0.813
06/15/2022,17:42:41,0.826
06/15/2022,17:42:42,0.788
06/15/2022,17:42:43,0.795
06/15/2022,17:42:44,0.791
06/15/2022,17:42:45,0.797
06/15/2022,17:42:46,0.834
06/15/2022,17:42:47,0.815
06/15/2022,17:42:48,0.807
06/15/2022,17:42:49,0.826
06/15/2022,17:42:50,0.767
06/15/2022,17:42:51,0.822
06/15/2022,17:42:52,0.746
06/15/2022,17:42:53,0.797
06/15/2022,17:42:54,0.801
06/15/2022,17:42:55,0.745
06/15/2022,17:42:56,0.774
06/15/2022,17:42:57,0.796
06/15/2022,17:42:58,0.786
06/15/2022,17:42:59,0.739
06/15/2022,17:43:00,0.774
06/15/2022,17:43:01,0.780
06/15/2022,17:43:02,0.747
06/15/2022,17:43:03,0.778
06/15/2022,17:43:04,0.768
06/15/2022,17:43:05,0.756
06/15/2022,17:43:06,0.789
06/15/2022,17:43:07,0.757
06/15/2022,17:43:08,0.701
06/15/2022,17:43:09,0.749
06/15/2022,17:43:10,0.771
06/15/2022,17:43:11,0.782
06/15/2022,17:43:12,0.736
06/15/2022,17:43:13,0.722
06/15/2022,17:43:14,0.734
06/15/2022,17:43:15,0.722
06/15/2022,17:43:16,0.725
06/15/2022,17:43:17,0.739
06/15/2022,17:43:18,0.691
06/15/2022,17:43:19,0.730
06/15/2022,17:43:20,0.703
06/15/2022,17:43:21,0.721
06/15/2022,17:43:22,0.727
06/15/2022,17:43:23,0.702
06/15/2022,17:43:24,0.702
06/15/2022,17:43:25,0.673
06/15/2022,17:43:26,0.670
06/15/2022,17:43:27,0.703
06/15/2022,17:43:28,0.710
06/15/2022,17:43:29,0.705
06/15/2022,17:43:30,0.717
06/15/2022,17:43:31,0.717
06/15/2022,17:43:32,0.736
06/15/2022,17:43:33,0.707
06/15/2022,17:43:34,0.699
06/15/2022,17:43:35,0.772
06/15/2022,17:43:36,0.746
06/15/2022,17:43:37,0.746
06/15/2022,17:43:38,0.762
06/15/2022,17:43:39,0.739
06/15/2022,17:43:40,0.710
06/15/2022,17:43:41,0.690
06/15/2022,17:43:42,0.728
06/15/2022,17:43:43,0.706
06/15/2022,17:43:44,0.698
06/15/2022,17:43:45,0.736
06/15/2022,17:43:46,0.700
06/15/2022,17:43:47,0.705
06/15/2022,17:43:48,0.692
06/15/2022,17:43:49,0.724
06/15/2022,17:43:50,0.737
06/15/2022,17:43:51,0.656
06/15/2022,17:43:52,0.706
06/15/2022,17:43:53,0.707
06/15/2022,17:43:54,0.676
06/15/2022,17:43:55,0.696
06/15/2022,17:43:56,0.687
06/15/2022,17:43:57,0.728
06/15/2022,17:43:58,0.723
06/15/2022,17:43:59,0.726
06/15/2022,17:44:00,0.728
06/15/2022,17:44:01,0.728
06/15/2022,17:44:02,0.742
06/15/2022,17:44:03,0.702
06/15/2022,17:44:04,0.726
06/15/2022,17:44:05,0.712
06/15/2022,17:44:06,0.705
06/15/2022,17:44:07,0.703
06/15/2022,17:44:08,0.692
06/15/2022,17:44:09,0.699
06/15/2022,17:44:10,0.705
06/15/2022,17:44:11,0.702
06/15/2022,17:44:12,0.714
06/15/2022,17:44:13,0.659
06/15/2022,17:44:14,0.684
06/15/2022,17:44:15,0.664
06/15/2022,17:44:16,0.678
06/15/2022,17:44:17,0.662
06/15/2022,17:44:18,0.665
06/15/2022,17:44:19,0.663
06/15/2022,17:44:20,0.695
06/15/2022,17:44:21,0.666
06/15/2022,17:44:22,0.685
06/15/2022,17:44:23,0.722
06/15/2022,17:44:24,0.702
06/15/2022,17:44:25,0.713
06/15/2022,17:44:26,0.711
06/15/2022,17:44:27,0.674
06/15/2022,17:44:28,0.698
06/15/2022,17:44:29,0.696
06/15/2022,17:44:30,0.706
06/15/2022,17:44:31,0.700
06/15/2022,17:44:32,0.681
06/15/2022,17:44:33,0.667
06/15/2022,17:44:34,0.720
06/15/2022,17:44:35,0.701
06/15/2022,17:44:36,0.700
06/15/2022,17:44:37,0.700
06/15/2022,17:44:38,0.708
06/15/2022,17:44:39,0.684
06/15/2022,17:44:40,0.719
06/15/2022,17:44:41,0.757
06/15/2022,17:44:42,0.773
06/15/2022,17:44:43,0.791
06/15/2022,17:44:44,0.727
06/15/2022,17:44:45,0.758
06/15/2022,17:44:46,0.744
06/15/2022,17:44:47,0.728
06/15/2022,17:44:48,0.654
06/15/2022,17:44:49,0.685
06/15/2022,17:44:50,0.684
06/15/2022,17:44:51,0.672
06/15/2022,17:44:52,0.695
06/15/2022,17:44:53,0.683
06/15/2022,17:44:54,0.689
06/15/2022,17:44:55,0.659
06/15/2022,17:44:56,0.723
06/15/2022,17:44:57,0.670
06/15/2022,17:44:58,0.692
06/15/2022,17:44:59,0.658
06/15/2022,17:45:00,0.666
06/15/2022,17:45:01,0.690
06/15/2022,17:45:02,0.669
06/15/2022,17:45:03,0.660
06/15/2022,17:45:04,0.663
06/15/2022,17:45:05,0.694
06/15/2022,17:45:06,0.679
06/15/2022,17:45:07,0.693
06/15/2022,17:45:08,0.702
06/15/2022,17:45:09,0.662
06/15/2022,17:45:10,0.690
06/15/2022,17:45:11,0.687
06/15/2022,17:45:12,0.699
06/15/2022,17:45:13,0.689
06/15/2022,17:45:14,0.688
06/15/2022,17:45:15,0.695
06/15/2022,17:45:16,0.693
06/15/2022,17:45:17,0.700
06/15/2022,17:45:18,0.725
06/15/2022,17:45:19,0.693
06/15/2022,17:45:20,0.723
06/15/2022,17:45:21,0.709
06/15/2022,17:45:22,0.735
06/15/2022,17:45:23,0.680
06/15/2022,17:45:24,0.690
06/15/2022,17:45:25,0.641
06/15/2022,17:45:26,0.666
06/15/2022,17:45:27,0.709
06/15/2022,17:45:28,0.634
06/15/2022,17:45:29,0.678
06/15/2022,17:45:30,0.639
06/15/2022,17:45:31,0.652
06/15/2022,17:45:32,0.657
06/15/2022,17:45:33,0.650
06/15/2022,17:45:34,0.654
06/15/2022,17:45:35,0.642
06/15/2022,17:45:36,0.694
06/15/2022,17:45:37,0.670
06/15/2022,17:45:38,0.667
06/15/2022,17:45:39,0.657
06/15/2022,17:45:40,0.639
06/15/2022,17:45:41,0.668
06/15/2022,17:45:42,0.658
06/15/2022,17:45:43,0.687
06/15/2022,17:45:44,0.654
06/15/2022,17:45:45,0.670
06/15/2022,17:45:46,0.665
06/15/2022,17:45:47,0.669
06/15/2022,17:45:48,0.704
06/15/2022,17:45:49,0.678
06/15/2022,17:45:50,0.650
06/15/2022,17:45:51,0.682
06/15/2022,17:45:52,0.653
06/15/2022,17:45:53,0.682
06/15/2022,17:45:54,0.685
06/15/2022,17:45:55,0.686
06/15/2022,17:45:56,0.665
06/15/2022,17:45:57,0.657
06/15/2022,17:45:58,0.671
06/15/2022,17:45:59,0.672
06/15/2022,17:46:00,0.678
06/15/2022,17:46:01,0.698
06/15/2022,17:46:02,0.686
06/15/2022,17:46:03,0.709
06/15/2022,17:46:04,0.661
06/15/2022,17:46:05,0.637
06/15/2022,17:46:06,0.654
06/15/2022,17:46:07,0.670
06/15/2022,17:46:08,0.662
06/15/2022,17:46:09,0.674
06/15/2022,17:46:10,0.700
06/15/2022,17:46:11,0.662
06/15/2022,17:46:12,0.671
06/15/2022,17:46:13,0.669
06/15/2022,17:46:14,0.687
06/15/2022,17:46:15,0.668
06/15/2022,17:46:16,0.675
06/15/2022,17:46:17,0.686
06/15/2022,17:46:18,0.649
06/15/2022,17:46:19,0.676
06/15/2022,17:46:20,0.673
06/15/2022,17:46:21,0.680
06/15/2022,17:46:22,0.670
06/15/2022,17:46:23,0.665
06/15/2022,17:46:24,0.654
06/15/2022,17:46:25,0.649
06/15/2022,17:46:26,0.664
06/15/2022,17:46:27,0.707
06/15/2022,17:46:28,0.681
06/15/2022,17:46:29,0.672
06/15/2022,17:46:30,0.681
06/15/2022,17:46:31,0.653
06/15/2022,17:46:32,0.659
06/15/2022,17:46:33,0.667
06/15/2022,17:46:34,0.664
06/15/2022,17:46:35,0.683
06/15/2022,17:46:36,0.670
06/15/2022,17:46:37,0.666
06/15/2022,17:46:38,0.620
06/15/2022,17:46:39,0.668
06/15/2022,17:46:40,0.628
06/15/2022,17:46:41,0.675
06/15/2022,17:46:42,0.652
06/15/2022,17:46:43,0.621
06/15/2022,17:46:44,0.645
06/15/2022,17:46:45,0.640
06/15/2022,17:46:46,0.637
06/15/2022,17:46:47,0.628
06/15/2022,17:46:48,0.618
06/15/2022,17:46:49,0.604
06/15/2022,17:46:50,0.613
06/15/2022,17:46:51,0.607
06/15/2022,17:46:52,0.625
06/15/2022,17:46:53,0.644
06/15/2022,17:46:54,0.574
06/15/2022,17:46:55,0.586
06/15/2022,17:46:56,0.621
06/15/2022,17:46:57,0.635
06/15/2022,17:46:58,0.608
06/15/2022,17:46:59,0.602
06/15/2022,17:47:00,0.653
06/15/2022,17:47:01,0.600
06/15/2022,17:47:02,0.636
06/15/2022,17:47:03,0.599
06/15/2022,17:47:04,0.603
06/15/2022,17:47:05,0.599
06/15/2022,17:47:06,0.600
06/15/2022,17:47:07,0.591
06/15/2022,17:47:08,0.615
06/15/2022,17:47:09,0.619
06/15/2022,17:47:10,0.641
06/15/2022,17:47:11,0.624
06/15/2022,17:47:12,0.592
06/15/2022,17:47:13,0.628
06/15/2022,17:47:14,0.622
06/15/2022,17:47:15,0.642
06/15/2022,17:47:16,0.635
06/15/2022,17:47:17,0.619
06/15/2022,17:47:18,0.644
06/15/2022,17:47:19,0.623
06/15/2022,17:47:20,0.640
06/15/2022,17:47:21,0.608
06/15/2022,17:47:22,0.616
06/15/2022,17:47:23,0.634
06/15/2022,17:47:24,0.630
06/15/2022,17:47:25,0.614
06/15/2022,17:47:26,0.623
06/15/2022,17:47:27,0.634
06/15/2022,17:47:28,0.624
06/15/2022,17:47:29,0.657
06/15/2022,17:47:30,0.668
06/15/2022,17:47:31,0.596
06/15/2022,17:47:32,0.604
06/15/2022,17:47:33,0.601
06/15/2022,17:47:34,0.584
06/15/2022,17:47:35,0.590
06/15/2022,17:47:36,0.596
06/15/2022,17:47:37,0.608
06/15/2022,17:47:38,0.597
06/15/2022,17:47:39,0.562
06/15/2022,17:47:40,0.553
06/15/2022,17:47:41,0.607
06/15/2022,17:47:42,0.608
06/15/2022,17:47:43,0.588
06/15/2022,17:47:44,0.595
06/15/2022,17:47:45,0.595
06/15/2022,17:47:46,0.620
06/15/2022,17:47:47,0.582
06/15/2022,17:47:48,0.564
06/15/2022,17:47:49,0.554
06/15/2022,17:47:50,0.553
06/15/2022,17:47:51,0.564
06/15/2022,17:47:52,0.551
06/15/2022,17:47:53,0.597
06/15/2022,17:47:54,0.562
06/15/2022,17:47:55,0.525
06/15/2022,17:47:56,0.508
06/15/2022,17:47:57,0.511
06/15/2022,17:47:58,0.508
06/15/2022,17:47:59,0.499
06/15/2022,17:48:00,0.500
06/15/2022,17:48:01,0.464
06/15/2022,17:48:02,0.493
06/15/2022,17:48:03,0.518
06/15/2022,17:48:04,0.519
06/15/2022,17:48:05,0.557
06/15/2022,17:48:06,0.509
06/15/2022,17:48:07,0.512
06/15/2022,17:48:08,0.508
06/15/2022,17:48:09,0.513
06/15/2022,17:48:10,0.476
06/15/2022,17:48:11,0.534
06/15/2022,17:48:12,0.540
06/15/2022,17:48:13,0.550
06/15/2022,17:48:14,0.520
06/15/2022,17:48:15,0.531
06/15/2022,17:48:16,0.532
06/15/2022,17:48:17,0.556
06/15/2022,17:48:18,0.554
06/15/2022,17:48:19,0.562
06/15/2022,17:48:20,0.555
06/15/2022,17:48:21,0.568
06/15/2022,17:48:22,0.572
06/15/2022,17:48:23,0.573
06/15/2022,17:48:24,0.572
06/15/2022,17:48:25,0.591
06/15/2022,17:48:26,0.561
06/15/2022,17:48:27,0.572
06/15/2022,17:48:28,0.552
06/15/2022,17:48:29,0.570
06/15/2022,17:48:30,0.581
06/15/2022,17:48:31,0.567
06/15/2022,17:48:32,0.577
06/15/2022,17:48:33,0.583
06/15/2022,17:48:34,0.592
06/15/2022,17:48:35,0.583
06/15/2022,17:48:36,0.583
06/15/2022,17:48:37,0.557
06/15/2022,17:48:38,0.569
06/15/2022,17:48:39,0.536
06/15/2022,17:48:40,0.549
06/15/2022,17:48:41,0.530
06/15/2022,17:48:42,0.539
